GeneSymbol,Gene ID (Biomart),log2FC_hypo,Significance_hypo,log2FC_hyper,Significance_hyper
AC004475.1,57794,-0.1211318807100507,1,-0.0038324182739994,0
AC004477.1,116435298,0.1332454948957693,0,0.0574345130413398,0
AC004477.2,0,0.0706189251072597,0,0.1051314488522603,0
AC004477.3,0,-0.0290850520507905,0,0.0123922172683199,0
AC004490.1,0,0.0384572721148401,0,0.0301732099804503,0
AC004491.1,0,0.0116579829763798,0,-0.0017102671847899,0
AC004492.1,0,-0.0448539653599597,0,0.0076939508510305,0
AC004494.1,0,0.06796265960583,0,0.1203686273504098,0
AC004494.2,0,-0.0253264047893999,0,-0.0253264047893999,0
AC004522.1,0,0.0313590588777996,0,0.0037064167325295,0
AC004522.2,0,-0.0686311350591797,0,-0.0678111094322302,0
AC004528.1,0,-0.1465714753321902,0,-0.06144458936717,0
AC004528.2,0,-0.0497112840196196,0,-0.0713076069393201,0
AC004540.1,0,0.2728069834728002,1,0.0890499292363697,0
AC004540.2,0,0.1544610409366003,0,0.0269428115403407,0
AC004542.1,0,-0.1371422134274302,0,-0.0826340875002804,0
AC004542.2,0,0.0548263458515707,0,0.0356716551037505,0
AC004543.1,0,0.1488178901670505,0,0.0316029531540804,0
AC004552.1,0,0.0,0,0.0,0
AC004554.2,0,0.1389385660090898,0,-0.0073385132046706,0
AC004556.1,107987373,-0.0259847095755993,0,-0.0265005954633199,0
AC004584.3,0,-0.0474723332500301,0,-0.0097642222839207,0
AC004593.2,0,0.0550494072254199,0,0.0428231906536602,0
AC004593.3,1124,-0.0344340332884502,0,0.0544688962053099,0
AC004594.1,0,0.0143202377207893,0,-0.0128415460845205,0
AC004596.1,0,0.0321001545987504,0,0.1560833559621501,0
AC004623.1,0,-0.0012954066244796,0,-0.0391747341941002,0
AC004637.1,0,-0.0344340332884502,0,-0.0344340332884502,0
AC004672.1,0,-0.03041975277063,0,-0.0033167282328703,0
AC004674.1,100093698,0.0,0,0.0274051013893901,0
AC004674.2,0,0.0018982668638205,0,-0.0029400911466996,0
AC004678.1,0,0.0129697188343502,0,-0.0395304199662804,0
AC004678.2,0,-0.0909618499270399,0,-0.20434592824295,0
AC004687.1,0,0.0,0,0.0,0
AC004687.2,0,-0.0894845301467492,0,0.0211915076791004,0
AC004690.1,0,-0.0253264047893999,0,-0.0253264047893999,0
AC004691.1,0,-0.0303451925360898,0,-0.0303451925360898,0
AC004692.1,0,0.0310232704390802,0,0.0312144923663799,0
AC004696.1,0,-0.0188765518852997,0,-0.0202583172619892,0
AC004696.2,0,-0.0318937281040003,0,0.0268440749602101,0
AC004706.1,0,-0.0129030506307703,0,-0.0998528705089105,0
AC004706.3,0,-0.0502576401646504,0,-0.0557115646679999,0
AC004707.1,0,0.0714819472426198,0,-0.0573159808541605,0
AC004754.1,0,-0.01306540730197,0,-0.0145666842934497,0
AC004771.1,102724009,-0.0584185704769595,0,-0.0894418409160398,0
AC004771.2,0,0.2453355543182596,1,0.0203301834653597,0
AC004771.3,0,0.1375310922752106,0,0.0314523641106498,0
AC004771.4,0,0.10271231665181,0,0.0660275771205798,0
AC004771.5,0,0.1064698932387404,0,-0.0058387289702892,0
AC004775.1,0,0.0642744660447505,0,-0.0253264047893999,0
AC004777.1,0,-0.0756910211884802,0,-0.0552253271895599,0
AC004797.1,124871,0.0,0,0.0314119775577497,0
AC004801.1,0,0.0,0,0.0303879273982499,0
AC004801.2,0,-0.1344089200036995,0,-0.0678729760734402,0
AC004801.3,0,-0.0344340332884502,0,-0.0344340332884502,0
AC004801.4,0,-0.0253264047893999,0,-0.0253264047893999,0
AC004801.5,0,0.0,0,0.0,0
AC004801.6,0,-0.0469677933693795,0,-0.0437750363974096,0
AC004801.7,0,-0.03041975277063,0,-0.03041975277063,0
AC004803.1,0,0.1360067082899805,0,-0.0072720516085702,0
AC004805.1,0,0.0343439444636102,0,0.0269863964380201,0
AC004805.2,0,-0.0253264047893999,0,-0.0253264047893999,0
AC004808.2,0,0.0,0,0.0,0
AC004812.2,0,0.0719743921036499,0,-0.0694413510168701,0
AC004816.1,100506411,0.0276701024728396,0,0.0450319533701399,0
AC004816.2,0,0.0854695253333801,0,-0.0250904645482501,0
AC004817.4,0,0.0278031676462102,0,-0.0027992547620003,0
AC004825.2,0,-0.0064811995372897,0,0.01929333686875,0
AC004828.1,0,0.00598913786507,0,0.0270032212306698,0
AC004832.4,0,0.1282594688982694,0,0.0087130113722002,0
AC004832.5,0,0.0,0,0.0,0
AC004832.6,0,0.0434493931011203,0,-0.0241992096852996,0
AC004834.1,0,0.1249521210894002,0,0.0401272344984704,0
AC004839.1,0,0.0728096774422102,0,0.0534160454696204,0
AC004840.1,0,-0.0878413243827198,0,-0.0104578684016196,0
AC004840.2,0,0.0,0,0.0271030245377597,0
AC004846.1,0,0.0,0,0.0628492708928405,0
AC004846.2,0,0.0025106010122,0,0.0971377552120795,0
AC004847.1,0,0.0127682125389503,0,-0.0541876620516799,0
AC004852.2,0,0.0321001545987504,0,0.0606507048473998,0
AC004854.2,0,0.0364649730463195,0,0.19511350879388,0
AC004858.1,0,0.0,0,0.0,0
AC004862.1,0,0.0299937415347502,0,0.0,0
AC004865.2,0,0.0150041637031694,0,-0.03750311236643,0
AC004870.4,0,0.0,0,0.0,0
AC004877.1,0,0.0640304399099198,0,0.08016327081965,0
AC004877.2,0,-0.0089849039107408,0,-0.11821922686652,0
AC004882.1,0,-0.0566107284901296,0,0.0413482422331803,0
AC004884.1,0,-0.11830006131561,0,-0.0917806221585904,0
AC004888.1,0,0.0,0,0.0,0
AC004889.1,0,0.0346517944906601,0,0.0,0
AC004890.1,0,0.0488004004041595,0,-0.05877440262564,0
AC004890.2,0,0.1349795246595899,0,-0.0094535309995293,0
AC004893.1,0,-0.0026975712405494,0,0.0220717736695297,0
AC004895.1,0,0.0379062702391301,0,0.0192810815156301,0
AC004898.1,0,-0.0596784630646096,0,0.02893069043688,0
AC004899.1,0,-0.0344340332884502,0,-0.0344340332884502,0
AC004900.1,0,-0.0037806295421596,0,-0.0313311204661301,0
AC004908.1,0,0.0,0,0.0382935635772998,0
AC004908.2,0,-0.0195295002232498,0,0.0030014590726903,0
AC004908.3,0,0.16984893471093,0,0.0660107769574507,0
AC004911.1,0,-0.03041975277063,0,-0.03041975277063,0
AC004917.1,0,-0.0993850576902399,0,-0.1199566064947896,0
AC004918.1,0,-0.0045900994321597,0,0.0441023766845702,0
AC004918.3,0,-0.0204944307750505,0,-0.0059959750477105,0
AC004921.1,0,0.0,0,0.0,0
AC004922.1,0,0.0695360366691097,0,0.0099525074066502,0
AC004923.1,0,0.0643044554552796,0,-0.0100443514764796,0
AC004923.4,0,0.0256635437257806,0,-0.0259807033667698,0
AC004925.1,0,8.038835278956213e-05,0,-0.0313801780649498,0
AC004941.1,101928733,-0.0318937281040003,0,-0.0318937281040003,0
AC004941.2,0,-0.0013373789313799,0,-0.0313311204661301,0
AC004943.1,0,0.0040992554465795,0,0.0588776140298294,0
AC004943.2,0,-0.1218556760450795,0,-0.0102138872544799,0
AC004943.3,0,0.0042070549622303,0,-0.0241590557437394,0
AC004947.1,100506289,0.0658461996093393,0,0.0744424709156597,0
AC004947.2,0,0.2325175467464895,1,-0.0344591796562001,0
AC004948.1,0,-0.0247095511697095,0,0.0024098197329207,0
AC004951.1,0,-0.0280918667596798,0,0.0152616689800302,0
AC004951.2,0,0.0211937693409494,0,0.0118391320821,0
